word,freq,ig
valencium,10,0.0003393246562076735
bless,10,0.0008558272573574444
austrian,10,0.00016052085219731005
vulgarity,10,0.009527437494900703
proven,10,0.009527437494900703
pilot,10,-3.4230912408173e-05
goody,10,0.0002917064895828769
academia,10,0.0005263201312899479
roeper,10,0.00016052085219731005
ichus,10,0.00024854576705024556
sociocultural,10,0.0005263201312899479
wong,10,0.0003393246562076735
elaine,10,0.00024854576705024556
zhuang,10,0.00016052085219731005
sessions,10,0.0004320842915678247
gilcub,10,-6.898900665408547e-05
catalunya,10,0.00016052085219731005
xiii,10,0.0003393246562076735
mat,10,0.0003393246562076735
blackburn,10,-5.811271247424532e-05
dov,10,0.0004320842915678247
alf,10,0.00016052085219731005
houghton,10,0.0003393246562076735
universality,10,0.0005263201312899479
guidance,10,0.0005263201312899479
mitchell,10,-3.4230912408173e-05
carr,10,-7.041484071435011e-05
crescent,10,0.0003393246562076735
imitation,10,0.0003393246562076735
doug,10,0.0004320842915678247
informally,10,0.0004320842915678247
profound,10,-5.811271247424532e-05
neologism,10,0.00024854576705024556
verbe,10,0.00016052085219731005
partir,10,0.0003393246562076735
umn,10,0.00016052085219731005
abbreviate,10,0.0003393246562076735
rw,10,0.0003393246562076735
mal,10,0.00016052085219731005
winston,10,0.0003393246562076735
kanzus,10,-6.898900665408547e-05
linguarum,10,0.0005263201312899479
lenition,10,0.00016052085219731005
hawaiian,10,0.0003393246562076735
wheeler,10,0.0004320842915678247
escol,10,7.649853558788777e-05
wind,10,-1.3625189805299698e-06
kennedy,10,0.0004320842915678247
naomus,10,0.0004320842915678247
handy,10,0.0002917064895828769
designer,10,0.0008558272573574444
pleasant,10,0.0016466884744387178
ambitious,10,-1.6765991701750416e-05
accomplishment,10,0.0002917064895828769
leisure,10,0.002656027347643586
remittance,10,7.38384110167134e-05
capacitor,10,0.002620421183120225
periodical,10,0.0004320842915678247
oldest,10,0.0005263201312899479
universally,10,0.0004320842915678247
upload,10,0.0020606079189473547
customize,10,0.0013159628076124807
orton,10,-1.3642996490315085e-06
analytical,10,0.0005263201312899479
torr,10,0.0003393246562076735
gett,10,0.000406192692366969
apache,10,0.0003393246562076735
compet,10,0.0005263201312899479
diaz,10,0.00016052085219731005
lx,10,0.0004320842915678247
manipulation,10,0.0004320842915678247
construe,10,-3.4230912408173e-05
soc,10,7.649853558788777e-05
proximate,10,-0.00011760271901661845
clarification,10,0.0003393246562076735
detect,10,1.924345016524054e-05
vt,10,0.0003393246562076735
asap,10,0.0013159628076124807
campina,10,0.00016052085219731005
payne,10,0.00016052085219731005
colombium,10,0.0004320842915678247
indicative,10,0.00024854576705024556
xiius,10,0.0003393246562076735
oblique,10,0.0004320842915678247
weaken,10,0.0005263201312899479
palatal,10,0.0003393246562076735
affricate,10,0.00024854576705024556
minimally,10,0.0003393246562076735
adequately,10,0.0003393246562076735
hirst,10,0.0004320842915678247
tackle,10,-1.3625189805299698e-06
meta,10,1.924345016524054e-05
fisher,10,0.00015270466045413933
ritter,10,0.0004320842915678247
cliff,10,0.00016052085219731005
connotation,10,0.0005263201312899479
pretend,10,-1.6765991701750416e-05
bedeutung,10,-1.3642996490315085e-06
noisy,10,-3.4230912408173e-05
folder,10,0.0023500742496260774
leg,10,0.00016052085219731005
fuller,10,-3.4230912408173e-05
psych,10,0.0003393246562076735
rus,10,0.0003393246562076735
steele,10,0.00024854576705024556
wilburn,10,0.009527437494900703
intensity,10,0.0003393246562076735
plowman,10,0.00016052085219731005
alongside,10,0.0004320842915678247
allot,10,0.0002917064895828769
carter,10,0.0005263201312899479
uncommon,10,-5.811271247424532e-05
transparent,10,0.0004320842915678247
chibcha,10,0.00016052085219731005
aire,10,7.649853558788777e-05
blame,10,-5.811271247424532e-05
subconscious,10,1.4093695196226719e-05
qua,10,0.00024854576705024556
men,10,0.001061481837818845
trubetzkoy,10,0.00024854576705024556
commence,10,-1.3625189805299698e-06
cbe,10,-1.6765991701750416e-05
stats,10,-4.257606323443408e-05
optical,10,0.0031049321530374208
abc,10,0.00012260393739993436
urgent,10,-1.3625189805299698e-06
personalize,10,0.0023500742496260774
thirteen,10,-1.3625189805299698e-06
meantime,10,-3.4230912408173e-05
affective,10,0.0005263201312899479
dictionnaire,10,0.0003393246562076735
angry,10,0.0013159628076124807
afterward,10,0.005383857660953395
someday,10,0.009527437494900703
pile,10,0.009527437494900703
crazy,10,0.0016380792819821188
encompass,10,-1.3625189805299698e-06
eighty,10,0.0005519560308957505
traffic,10,0.005383857660953395
holder,10,0.000406192692366969
andy,10,7.649853558788777e-05
lyle,10,0.0004320842915678247
biologist,10,0.0005263201312899479
amerindian,10,0.00024854576705024556
millenium,10,-1.6765991701750416e-05
dress,10,0.0019610606861649726
friends,10,0.007199496297354724
sustain,10,0.0005263201312899479
barry,10,0.0005263201312899479
jahr,10,0.00016052085219731005
vicinity,10,0.0005263201312899479
twin,10,0.0003393246562076735
ride,10,0.000406192692366969
mandel,10,0.0004320842915678247
franca,10,0.00024854576705024556
elgin,10,0.00016052085219731005
hopus,10,-0.00011760271901661845
implicate,10,7.649853558788777e-05
wendy,10,0.0003393246562076735
accident,10,-3.4230912408173e-05
leverage,10,0.002848325673204255
circulate,10,0.0005263201312899479
spackman,10,0.00024854576705024556
equation,10,7.649853558788777e-05
courtroom,10,7.649853558788777e-05
nonreferential,10,-1.3642996490315085e-06
persistence,10,-5.811271247424532e-05
disclaimer,10,0.0016466884744387178
barney,10,0.00024854576705024556
breton,10,0.0003393246562076735
correspondent,10,0.00016052085219731005
faq,10,0.0005519560308957505
raul,10,0.0009859335993543938
examples,10,0.00012260393739993436
ching,10,0.0005263201312899479
guilty,10,7.38384110167134e-05
marck,10,-6.898900665408547e-05
trait,10,7.649853558788777e-05
asia,10,-5.811271247424532e-05
yao,10,0.0003393246562076735
adger,10,0.0003393246562076735
griffith,10,0.00024854576705024556
eccle,10,-1.3642996490315085e-06
gibson,10,0.0003393246562076735
hoc,10,0.0005263201312899479
marginal,10,0.0005263201312899479
typographical,10,0.00024854576705024556
umlaut,10,0.0003393246562076735
omission,10,0.0005263201312899479
rep,10,1.924345016524054e-05
compel,10,-5.811271247424532e-05
vuw,10,0.0004320842915678247
shakespeare,10,0.0003393246562076735
remnant,10,-7.041484071435011e-05
empirically,10,0.0005263201312899479
homework,10,0.0006565983705053569
identifier,10,-6.898900665408547e-05
ironic,10,0.00016052085219731005
irony,10,7.649853558788777e-05
tonight,10,0.00015270466045413933
soit,10,0.0003393246562076735
slash,10,0.00015270466045413933
lexicalization,10,0.0005263201312899479
dish,10,0.0005519560308957505
taste,10,0.0007395399115979195
unagus,10,0.00016052085219731005
idiosyncratic,10,0.0003393246562076735
hajime,10,0.00024854576705024556
preservation,10,0.00024854576705024556
seth,10,0.0003393246562076735
walt,10,-3.4230912408173e-05
autobiography,10,-1.3642996490315085e-06
maker,10,0.000406192692366969
colour,10,-5.811271247424532e-05
readme,10,0.0003393246562076735
foley,10,0.00024854576705024556
karin,10,0.00024854576705024556
systran,10,0.0003393246562076735
alamo,10,0.0016466884744387178
registrar,10,-1.3642996490315085e-06
bennett,10,0.0003393246562076735
crain,10,0.00024854576705024556
annum,10,0.0003393246562076735
postdoctoral,10,0.0003393246562076735
cour,10,0.00024854576705024556
edgar,10,0.00024854576705024556
tion,10,0.00016052085219731005
eleven,10,0.0008558272573574444
heterogeneous,10,0.00016052085219731005
kathol,10,0.00024854576705024556
technically,10,0.0005263201312899479
euro,10,0.0009859335993543938
scil,10,-1.3642996490315085e-06
bug,10,0.0016466884744387178
catalog,10,0.000406192692366969
navigation,10,0.0003393246562076735
sgds,10,7.649853558788777e-05
vom,10,0.0005263201312899479
schutze,10,0.00016052085219731005
suisse,10,7.649853558788777e-05
quelque,10,0.0003393246562076735
bahasa,10,0.00024854576705024556
adv,10,0.00015270466045413933
imperfective,10,0.00016052085219731005
continuously,10,-5.811271247424532e-05
legible,10,-1.3625189805299698e-06
sociolinguistics,10,0.0004320842915678247
caen,10,-6.898900665408547e-05
nicole,10,0.00016052085219731005
repa,10,-1.3642996490315085e-06
rosa,10,-1.3625189805299698e-06
weisweber,10,-0.00011760271901661845
supervisor,10,0.0003393246562076735
jaap,10,0.00024854576705024556
stein,10,0.0003393246562076735
koeln,10,0.0003393246562076735
vacancy,10,-4.257606323443408e-05
rail,10,1.924345016524054e-05
bondage,10,0.004564026944092303
pages,10,-5.811271247424532e-05
cohesion,10,0.00024854576705024556
turner,10,0.0004320842915678247
murphy,10,7.649853558788777e-05
gilbert,10,0.0003393246562076735
interfere,10,0.0003393246562076735
impulse,10,0.004517152270156699
xviius,10,0.00024854576705024556
dalla,10,7.38384110167134e-05
alus,10,0.00024854576705024556
helene,10,0.0004320842915678247
tous,10,0.00016052085219731005
noise,10,-1.6765991701750416e-05
egalement,10,0.00016052085219731005
interrogatif,10,-0.00012412812285622632
premiere,10,0.0016380792819821188
bcn,10,-0.00011760271901661845
jakob,10,0.00024854576705024556
lorraine,10,0.0007395399115979195
hardback,10,0.0004320842915678247
subsidiary,10,0.0031049321530374208
sleuth,10,0.0016743046767376812
skip,10,0.0016466884744387178
been,10,0.0031049321530374208
eckman,10,-6.898900665408547e-05
periphery,10,0.0003393246562076735
scotton,10,0.0004320842915678247
hye,10,0.0004320842915678247
medskip,10,-0.00011760271901661845
moon,10,7.649853558788777e-05
genesis,10,0.0003393246562076735
conform,10,-3.4230912408173e-05
legend,10,0.0016466884744387178
wing,10,0.00016052085219731005
daytime,10,-3.4230912408173e-05
serum,10,0.0003393246562076735
gsil,10,-1.3642996490315085e-06
buckley,10,0.0038921125155543246
nacht,10,-6.898900665408547e-05
geographic,10,-1.3625189805299698e-06
signalyze,10,-0.00011760271901661845
advances,10,0.0003393246562076735
foreword,10,0.0003393246562076735
dynamics,10,0.0004320842915678247
maclaughlin,10,-1.3642996490315085e-06
mayer,10,0.00024854576705024556
productivity,10,1.924345016524054e-05
sprachen,10,0.0005263201312899479
seller,10,0.009527437494900703
tau,10,0.00024854576705024556
collaborate,10,0.00024854576705024556
erhard,10,0.0005263201312899479
prohibit,10,0.0016466884744387178
num,10,-0.00011760271901661845
remus,10,0.0003393246562076735
studentship,10,0.00016052085219731005
liable,10,-3.4230912408173e-05
tl,10,0.00016052085219731005
abd,10,0.0004320842915678247
attributive,10,0.00016052085219731005
hmong,10,7.649853558788777e-05
infinitival,10,0.0005263201312899479
barlow,10,0.00024854576705024556
siewierska,10,0.0003393246562076735
eta,10,-6.898900665408547e-05
partitive,10,0.00016052085219731005
pueblum,10,-6.898900665408547e-05
brigitte,10,0.0003393246562076735
ito,10,0.0005263201312899479
zock,10,7.649853558788777e-05
ctan,10,-6.898900665408547e-05
fo,10,0.0005263201312899479
ulaval,10,0.0004320842915678247
left,10,-1.6765991701750416e-05
clement,10,0.0005263201312899479
eth,10,0.00024854576705024556
mixture,10,0.0003393246562076735
cologne,10,0.00024854576705024556
organisers,10,0.0004320842915678247
universitus,10,0.0004320842915678247
bondarko,10,-1.3642996490315085e-06
lima,10,0.0003393246562076735
inspiration,10,0.0005263201312899479
jay,10,-1.3625189805299698e-06
methods,10,0.0004320842915678247
fsmnlp,10,-1.3642996490315085e-06
viega,10,0.00024854576705024556
jie,10,0.00016052085219731005
madison,10,7.649853558788777e-05
trier,10,0.0005263201312899479
kbe,10,0.00024854576705024556
peru,10,-0.00011760271901661845
contacto,10,-6.898900665408547e-05
twentieth,10,0.0003393246562076735
sli,10,-1.3642996490315085e-06
birkbeck,10,0.0005263201312899479
koster,10,0.0004320842915678247
posters,10,0.0003393246562076735
rspas,10,0.0004320842915678247
tonya,10,0.0018080655945336144
humour,10,0.0009859335993543938
token,10,0.00016052085219731005
rosewood,10,-0.00012412812285622632
morocco,10,0.00016052085219731005
erotic,10,0.007199496297354724
ihre,10,0.00016052085219731005
aravind,10,0.0004320842915678247
bangalore,10,-1.3642996490315085e-06
mattus,10,0.00024854576705024556
names,10,0.003670080665707065
warwick,10,0.0005263201312899479
veldhoven,10,-6.898900665408547e-05
jairo,10,0.00024854576705024556
eepp,10,0.0007713101675806966
duisburg,10,0.0004320842915678247
agbayanus,10,-6.898900665408547e-05
ng,10,1.924345016524054e-05
granger,10,-0.00011760271901661845
bergler,10,0.00016052085219731005
fuel,10,0.0013212964568860563
lingual,10,0.0004320842915678247
convegno,10,-0.00011760271901661845
sezione,10,-0.00012412812285622632
vigano,10,-1.3642996490315085e-06
mitpress,10,0.00024854576705024556
iambic,10,-0.00011760271901661845
cogentex,10,0.0003393246562076735
satta,10,7.649853558788777e-05
groefsema,10,7.649853558788777e-05
konrad,10,0.00024854576705024556
rousseau,10,0.00032795465504531496
asya,10,0.00024854576705024556
jona,10,7.649853558788777e-05
helmut,10,0.0005263201312899479
grishman,10,0.0003393246562076735
wanse,10,-6.898900665408547e-05
dawn,10,0.000406192692366969
genetically,10,0.0005263201312899479
westfield,10,7.649853558788777e-05
possessor,10,0.00024854576705024556
wwwsetus,10,0.0003393246562076735
salsa,10,-0.00011760271901661845
coulda,10,7.649853558788777e-05
neo,10,0.0005263201312899479
ending,10,7.38384110167134e-05
organ,10,0.0004320842915678247
spectrogram,10,-6.898900665408547e-05
brody,10,-3.4230912408173e-05
ahmad,10,0.00024854576705024556
messages,10,0.0035865852605094783
herein,10,0.00042379366286593445
bueno,10,7.649853558788777e-05
vso,10,0.0003393246562076735
commonality,10,7.649853558788777e-05
sq,10,7.649853558788777e-05
nwu,10,0.00024854576705024556
karamojong,10,-6.898900665408547e-05
homosexual,10,0.006262861845563905
anatomy,10,0.00016052085219731005
perl,10,-1.3642996490315085e-06
elda,10,0.0004320842915678247
girls,10,0.0035248187401777376
brun,10,0.0005263201312899479
included,10,0.009527437494900703
debtor,10,0.0035865852605094783
java,10,-5.811271247424532e-05
bton,10,7.649853558788777e-05
twendial,10,-6.898900665408547e-05
digs,10,-0.00011760271901661845
prus,10,-0.00012412812285622632
dpto,10,0.00016052085219731005
lodz,10,-6.898900665408547e-05
calgary,10,-7.041484071435011e-05
jespersen,10,0.00024854576705024556
episode,10,-6.898900665408547e-05
secol,10,-0.00011760271901661845
krauwer,10,-6.898900665408547e-05
puentezuela,10,0.00016052085219731005
icp,10,0.0003393246562076735
xico,10,-6.898900665408547e-05
csdl,10,-0.00011760271901661845
trademark,10,0.005336265212834812
soton,10,-0.00011760271901661845
baseball,10,-1.3642996490315085e-06
bilen,10,-0.00011760271901661845
confirmed,10,-0.00012412812285622632
amu,10,-1.3642996490315085e-06
interprtation,10,-0.00011760271901661845
irin,10,-6.898900665408547e-05
rmmla,10,-0.00012412812285622632
cesar,10,-1.3642996490315085e-06
filosofium,10,0.00016052085219731005
chronoscope,10,-0.00012412812285622632
mahdus,10,7.649853558788777e-05
listbot,10,0.0007713101675806966
gram,9,-6.72713778897549e-05
compiler,9,7.38384110167134e-05
terrace,9,0.00016052085219731005
forefront,9,-3.4230912408173e-05
christer,9,0.0004320842915678247
cecilium,9,0.0004320842915678247
annette,9,-5.811271247424532e-05
rappaport,9,0.00016052085219731005
fischer,9,0.00016052085219731005
mv,9,0.0003393246562076735
niu,9,0.0003393246562076735
oppression,9,7.649853558788777e-05
charset,9,0.004564026944092303
got,9,0.004422296519293267
lacus,9,7.649853558788777e-05
chu,9,0.00016052085219731005
gz,9,0.00016052085219731005
prerequisite,9,0.00016052085219731005
profanity,9,0.008528381398340334
vega,9,0.004422296519293267
hey,9,0.001061481837818845
desk,9,0.001061481837818845
ss,9,0.00012260393739993436
mess,9,0.003670080665707065
jen,9,0.0004320842915678247
badge,9,0.00016052085219731005
tyler,9,0.0004320842915678247
leslie,9,0.0004320842915678247
marianne,9,0.0004320842915678247
shuy,9,0.0004320842915678247
norma,9,0.00016052085219731005
dorothy,9,0.0003393246562076735
virgilus,9,0.00016052085219731005
ramon,9,0.0003393246562076735
ub,9,-1.3642996490315085e-06
deductive,9,0.0003393246562076735
gerhard,9,0.0004320842915678247
marx,9,0.0003393246562076735
expressive,9,0.0004320842915678247
normale,9,0.0003393246562076735
polytechnic,9,0.0004320842915678247
michele,9,-7.041484071435011e-05
intuitive,9,-3.4230912408173e-05
chimpanzee,9,0.00024854576705024556
nurse,9,-5.811271247424532e-05
nowaday,9,0.0004320842915678247
assimilate,9,0.0003393246562076735
separation,9,0.00016052085219731005
commercially,9,0.0003393246562076735
scan,9,-3.4230912408173e-05
ro,9,0.00024854576705024556
hypothetical,9,0.0004320842915678247
cogs,9,0.0004320842915678247
remake,9,0.00016052085219731005
aberystwyth,9,0.00024854576705024556
meanwhile,9,0.0004320842915678247
evidently,9,0.00024854576705024556
lend,9,0.00015270466045413933
svenonius,9,0.00024854576705024556
tromso,9,0.0003393246562076735
determinism,9,7.649853558788777e-05
kaye,9,0.0003393246562076735
og,9,0.00024854576705024556
ry,9,0.0003393246562076735
guage,9,7.649853558788777e-05
polynesian,9,7.649853558788777e-05
benue,9,7.649853558788777e-05
gross,9,0.000406192692366969
joo,9,0.00024854576705024556
indexical,9,0.0004320842915678247
dubinsky,9,0.00024854576705024556
napolus,9,0.0003393246562076735
registrant,9,0.00016052085219731005
niche,9,0.002649935206486931
whip,9,0.0005519560308957505
shoulder,9,0.0005519560308957505
honestly,9,0.003670080665707065
anita,9,0.00016052085219731005
cushitic,9,-6.898900665408547e-05
carsten,9,0.00024854576705024556
healthy,9,0.0019610606861649726
bog,9,0.002649935206486931
pentium,9,0.00554867050264185
langacker,9,0.0003393246562076735
foulk,9,7.649853558788777e-05
developments,9,7.649853558788777e-05
warren,9,0.0003393246562076735
gertraud,9,0.00016052085219731005
abe,9,0.0004320842915678247
prose,9,0.00016052085219731005
grammaticalize,9,0.0003393246562076735
violent,9,-6.72713778897549e-05
jordan,9,0.0004320842915678247
agne,9,0.0003393246562076735
emmorey,9,-1.3642996490315085e-06
breadth,9,0.00016052085219731005
strauss,9,0.00016052085219731005
forms,9,0.0003393246562076735
nightly,9,0.005336265212834812
archaeological,9,0.00016052085219731005
northwest,9,0.00016052085219731005
geographically,9,-3.4230912408173e-05
northeast,9,0.00016052085219731005
coincide,9,0.0003393246562076735
battle,9,0.00015270466045413933
moderate,9,0.0004320842915678247
clan,9,-6.898900665408547e-05
legacy,9,0.0004320842915678247
disappoint,9,0.000406192692366969
kevitt,9,7.649853558788777e-05
borillo,9,7.649853558788777e-05
renn,9,0.0004320842915678247
kb,9,-7.041484071435011e-05
modular,9,0.0003393246562076735
fist,9,0.0035248187401777376
supposedly,9,-3.4230912408173e-05
export,9,0.0016380792819821188
cetacean,9,-1.3642996490315085e-06
pen,9,-5.811271247424532e-05
trl,9,0.0004320842915678247
convener,9,-0.00011760271901661845
guard,9,-4.257606323443408e-05
utter,9,0.00024854576705024556
usable,9,0.0004320842915678247
testament,9,0.00016052085219731005
landscape,9,0.0003393246562076735
uuencode,9,-3.4230912408173e-05
rubl,9,-0.00012412812285622632
belnap,9,0.0004320842915678247
based,9,0.0031049321530374208
slight,9,-3.4230912408173e-05
lancashire,9,0.00016052085219731005
redefine,9,0.00024854576705024556
broaden,9,0.0004320842915678247
miguel,9,0.0004320842915678247
inevitable,9,0.0003393246562076735
nail,9,7.38384110167134e-05
debit,9,7.38384110167134e-05
explode,9,0.006262861845563905
yus,9,7.649853558788777e-05
adolescent,9,0.00024854576705024556
warschauer,9,-6.898900665408547e-05
compri,9,0.00016052085219731005
belle,9,0.00016052085219731005
tait,9,0.00024854576705024556
faculte,9,0.0003393246562076735
guido,9,0.0003393246562076735
socially,9,0.0003393246562076735
edt,9,0.003670080665707065
catchy,9,0.008528381398340334
overflow,9,0.008528381398340334
unproductive,9,0.008528381398340334
recession,9,0.008528381398340334
wisely,9,0.008528381398340334
poorer,9,0.008528381398340334
instructed,9,0.008528381398340334
annoy,9,-4.257606323443408e-05
typo,9,-7.041484071435011e-05
unbelievable,9,0.006262861845563905
willingness,9,0.00015270466045413933
berg,9,0.00024854576705024556
gene,9,0.0003393246562076735
constant,9,-3.4230912408173e-05
randomly,9,0.0016380792819821188
collector,9,0.006262861845563905
theo,9,0.0003393246562076735
hakon,9,7.649853558788777e-05
asa,9,0.00016052085219731005
taro,9,-0.00011760271901661845
storm,9,0.006262861845563905
anal,9,0.00554867050264185
baltic,9,0.00024854576705024556
einstein,9,7.649853558788777e-05
suzette,9,0.00016052085219731005
echo,9,0.0003393246562076735
synopsis,9,0.0004320842915678247
quantum,9,0.0002645657545432556
league,9,0.0013159628076124807
altogether,9,0.0004320842915678247
ingham,9,0.0004320842915678247
ince,9,-0.00012412812285622632
coreferential,9,0.00024854576705024556
magnus,9,0.0003393246562076735
speculative,9,7.38384110167134e-05
capitalize,9,0.002848325673204255
nomination,9,7.649853558788777e-05
embrace,9,1.924345016524054e-05
debbie,9,0.0003393246562076735
isolation,9,0.00024854576705024556
enemy,9,0.0005519560308957505
markus,9,0.0003393246562076735
lyn,9,0.00016052085219731005
booktitle,9,-0.00011760271901661845
grammatik,9,0.0003393246562076735
infinite,9,0.0003393246562076735
objection,9,0.0003393246562076735
suspicion,9,-5.811271247424532e-05
kant,9,7.649853558788777e-05
definitive,9,0.0004320842915678247
equity,9,0.0023500742496260774
nevada,9,0.0004320842915678247
dragonsy,9,0.00024854576705024556
administer,9,0.0003393246562076735
subordination,9,0.0004320842915678247
mod,9,0.00024854576705024556
shack,9,0.002620421183120225
lexington,9,0.0020606079189473547
asymmetrical,9,-1.3642996490315085e-06
crowley,9,0.0004320842915678247
authenticate,9,0.0075318557046166745
tefl,9,0.00024854576705024556
fellowship,9,0.00016052085219731005
wharton,9,0.00016052085219731005
ucd,9,0.00016052085219731005
hoberman,9,0.00024854576705024556
alphabetical,9,0.0003393246562076735
casa,9,0.00016052085219731005
aw,9,-7.041484071435011e-05
realise,9,0.0004320842915678247
differentiate,9,0.00024854576705024556
bernstein,9,0.0003393246562076735
underline,9,-7.041484071435011e-05
cassette,9,-7.041484071435011e-05
wellington,9,0.00024854576705024556
oostendorp,9,0.00024854576705024556
cyclic,9,-0.00011760271901661845
tan,9,0.0004320842915678247
inappropriate,9,0.001061481837818845
emphatic,9,0.00024854576705024556
stretch,9,0.0004320842915678247
labor,9,0.0013159628076124807
unc,9,0.00016052085219731005
teun,9,7.649853558788777e-05
eighth,9,0.0004320842915678247
amy,9,-3.4230912408173e-05
beta,9,-0.00011760271901661845
iamt,9,-1.3642996490315085e-06
commemorate,9,0.0004320842915678247
fitness,9,0.00016052085219731005
lowest,9,0.0016380792819821188
muriel,9,0.0003393246562076735
aronoff,9,0.0003393246562076735
asha,9,-6.898900665408547e-05
anthropoid,9,-0.00011760271901661845
understandable,9,0.0003393246562076735
proponent,9,0.00024854576705024556
unitary,9,7.649853558788777e-05
lib,9,7.649853558788777e-05
caccamo,9,0.0003393246562076735
roeck,9,-1.3642996490315085e-06
eurocard,9,0.00024854576705024556
ulus,9,0.00024854576705024556
jill,9,0.0003393246562076735
eberhard,9,-1.3642996490315085e-06
dps,9,0.00024854576705024556
advisor,9,-5.811271247424532e-05
joao,9,0.00024854576705024556
tohoku,9,0.00024854576705024556
des,9,-5.811271247424532e-05
continuation,9,0.00024854576705024556
tuttle,9,7.649853558788777e-05
iverson,9,0.00024854576705024556
plea,9,0.0003393246562076735
steedman,9,0.00024854576705024556
standardization,9,0.0004320842915678247
diderot,9,0.00016052085219731005
jeudus,9,0.00016052085219731005
titre,9,0.00016052085219731005
aoun,9,0.0003393246562076735
ver,9,-7.041484071435011e-05
equipe,9,0.0003393246562076735
suivant,9,0.00016052085219731005
ww,9,0.0013212964568860563
maschinellen,9,-6.898900665408547e-05
constructive,9,0.0003393246562076735
jet,9,0.00016052085219731005
audit,9,0.0035248187401777376
lover,9,0.006262861845563905
haller,9,0.0003393246562076735
physician,9,0.0013159628076124807
dubious,9,0.00024854576705024556
federation,9,0.00024854576705024556
svant,9,-0.00012412812285622632
aix,9,-1.3642996490315085e-06
meme,9,0.00016052085219731005
ete,9,-1.3642996490315085e-06
joachim,9,7.649853558788777e-05
recoverability,9,-1.3642996490315085e-06
luxembourg,9,-7.041484071435011e-05
bislama,9,0.00016052085219731005
overcome,9,0.0004320842915678247
gabriel,9,0.00024854576705024556
arranz,9,7.649853558788777e-05
irina,9,-1.3642996490315085e-06
regina,9,0.0004320842915678247
kerstin,9,0.00016052085219731005
modularity,9,0.00016052085219731005
vancouver,9,-7.041484071435011e-05
investigator,9,0.0016380792819821188
neeleman,9,0.00016052085219731005
interlanguage,9,0.0003393246562076735
churchill,9,0.00016052085219731005
ant,9,7.649853558788777e-05
analisis,9,-1.3642996490315085e-06
writing,9,0.0003393246562076735
briony,9,-1.3642996490315085e-06
limerick,9,7.649853558788777e-05
yearly,9,0.0013159628076124807
kyushu,9,7.649853558788777e-05
whitman,9,0.00024854576705024556
departament,9,-1.3642996490315085e-06
renaissance,9,0.00024854576705024556
bureaus,9,0.00554867050264185
pratique,9,0.00024854576705024556
impair,9,0.0003393246562076735
programm,9,0.0003393246562076735
recorder,9,0.00016052085219731005
irregular,9,0.00016052085219731005
touristic,9,-1.3642996490315085e-06
tagge,9,0.00016052085219731005
randall,9,0.00024854576705024556
unter,9,0.0003393246562076735
inhabitant,9,0.0004320842915678247
hartman,9,0.0003393246562076735
hay,9,0.00016052085219731005
uwm,9,7.649853558788777e-05
shsu,9,-6.898900665408547e-05
rhodope,9,0.00016052085219731005
batak,9,0.00016052085219731005
related,9,0.0004320842915678247
novum,9,0.0005519560308957505
layout,9,0.00016052085219731005
zone,9,0.003670080665707065
bush,9,-6.72713778897549e-05
classifieds,9,0.0016743046767376812
eagle,9,0.00015270466045413933
quest,9,0.0007395399115979195
jason,9,-5.811271247424532e-05
rider,9,1.4093695196226719e-05
wheel,9,0.0019610606861649726
wow,9,0.0031049321530374208
urls,9,0.0031049321530374208
sidney,9,0.0004320842915678247
persuade,9,-7.041484071435011e-05
announcing,9,-3.4230912408173e-05
texte,9,0.00024854576705024556
alveolar,9,0.00016052085219731005
kastovsky,9,7.649853558788777e-05
stability,9,0.0003393246562076735
counterpart,9,0.0004320842915678247
apollo,9,0.0003393246562076735
epenthetic,9,7.649853558788777e-05
conjugation,9,0.00024854576705024556
baht,9,-6.898900665408547e-05
structuralist,9,7.649853558788777e-05
liliane,9,0.0003393246562076735
greville,9,0.0003393246562076735
kibrik,9,0.00016052085219731005
adele,9,0.00016052085219731005
mainz,9,0.00016052085219731005
cyberspace,9,0.00015270466045413933
ccwf,9,7.649853558788777e-05
uoregon,9,0.0003393246562076735
yalevm,9,0.0004320842915678247
hirschberg,9,0.00016052085219731005
avon,9,0.00015270466045413933
economics,9,0.0004320842915678247
mapp,9,0.0004320842915678247
abandon,9,0.0003393246562076735
theoretician,9,0.0003393246562076735
liquid,9,0.0007395399115979195
kac,9,0.0003393246562076735
approximation,9,0.0003393246562076735
kemal,9,0.00016052085219731005
oflazer,9,0.00016052085219731005
syllabic,9,0.00024854576705024556
nude,9,0.00554867050264185
boyd,9,0.00016052085219731005
puerto,9,-6.898900665408547e-05
hunter,9,0.00024854576705024556
toba,9,-6.898900665408547e-05
nights,9,0.002649935206486931
daller,9,7.649853558788777e-05
drift,9,-1.3642996490315085e-06
fijus,9,7.649853558788777e-05
fel,9,-6.898900665408547e-05
marathus,9,-6.898900665408547e-05
vri,9,-0.00012412812285622632
mathematician,9,-6.72713778897549e-05
marja,9,7.649853558788777e-05
metalanguage,9,0.00016052085219731005
sowa,9,7.649853558788777e-05
ul,9,7.649853558788777e-05
farewell,9,0.00016052085219731005
honorary,9,0.00024854576705024556
playstation,9,0.004564026944092303
platinum,9,0.0075318557046166745
specialise,9,-3.4230912408173e-05
kerswill,9,-6.898900665408547e-05
instantiate,9,0.00024854576705024556
consent,9,0.0009859335993543938
kerstus,9,0.00024854576705024556
